Node,latitude,longitude,accelX,accelY,accelZ,temperature,pressure,altitude,methanePPM,carbonMonoxidePPM,alert
1,13.099,74.798,0.122559,-0.033691,-0.775879,34.45,1006.548,55.9505,0.14,0.74,no
1,13.099,74.798,0.115234,-0.035889,-0.779297,34.45,1006.572,55.74778,0.14,0.74,no
1,13.099,74.798,0.121826,-0.028564,-0.775879,34.45,1006.625,55.30849,0.14,0.74,no
1,13.099,74.798,0.116211,-0.038574,-0.782959,34.45,1006.56,55.84838,0.14,0.74,no
1,13.099,74.798,0.115723,-0.036865,-0.779297,34.46,1006.576,55.71492,0.14,0.74,no
1,13.099,74.798,0.119629,-0.034424,-0.784424,34.46,1006.586,55.62696,0.14,0.74,no
1,13.099,74.798,0.13501,-0.032959,-0.786865,34.46,1006.573,55.74374,0.14,0.74,no
1,13.099,74.798,0.128418,-0.032227,-0.779541,34.46,1006.583,55.65628,0.14,0.74,no
1,13.099,74.798,0.132813,-0.03418,-0.77002,34.46,1006.567,55.78822,0.14,0.74,no
1,13.099,74.798,0.118164,-0.028809,-0.779541,34.46,1006.621,55.33427,0.14,0.74,no
1,13.099,74.798,0.116455,-0.039551,-0.778809,34.46,1006.592,55.58147,0.14,0.74,no
1,13.099,74.798,0.122314,-0.033691,-0.778564,34.46,1006.564,55.81552,0.14,0.74,no
1,13.099,74.798,0.120361,-0.033447,-0.775879,34.46,1006.548,55.94645,0.14,0.74,no
1,13.099,74.798,0.137939,-0.038086,-0.785645,34.46,1006.578,55.69824,0.14,0.74,no
1,13.099,74.798,0.126953,-0.029541,-0.779541,34.46,1006.583,55.65527,0.14,0.74,no
1,13.099,74.798,0.126465,-0.035645,-0.776123,34.46,1006.58,55.68459,0.14,0.74,no
1,13.099,74.798,0.122314,-0.029785,-0.783203,34.46,1006.562,55.82917,0.14,0.74,no
1,13.099,74.798,0.117676,-0.030762,-0.776855,34.47,1006.585,55.63808,0.14,0.74,no
1,13.099,74.798,0.108643,-0.029785,-0.785156,34.46,1006.59,55.59613,0.14,0.74,no
1,13.099,74.798,0.121094,-0.036133,-0.774902,34.46,1006.592,55.58147,0.14,0.74,no
1,13.099,74.798,0.118408,-0.033691,-0.785889,34.47,1006.575,55.72604,0.14,0.74,no
1,13.099,74.798,0.117432,-0.034912,-0.781982,34.47,1006.59,55.5936,0.14,0.74,no
1,13.099,74.798,0.119873,-0.032959,-0.785889,34.46,1006.562,55.82917,0.14,0.74,no
1,13.099,74.798,0.122314,-0.036377,-0.776367,34.47,1006.596,55.55012,0.14,0.74,no
1,13.099,74.798,0.115479,-0.03418,-0.775879,34.47,1006.589,55.60826,0.14,0.74,no
1,13.099,74.798,0.119141,-0.031982,-0.769287,34.47,1006.59,55.59461,0.14,0.74,no
1,13.099,74.798,0.119141,-0.035889,-0.779053,34.47,1006.561,55.84333,0.14,0.74,no
1,13.099,74.798,0.117676,-0.026855,-0.776367,34.47,1006.57,55.76851,0.14,0.74,no
1,13.099,74.798,0.126465,-0.039307,-0.774902,34.47,1006.55,55.92977,0.14,0.74,no
1,13.099,74.798,0.125244,-0.035645,-0.779785,34.47,1006.569,55.76952,0.14,0.74,no
1,13.099,74.798,0.111572,-0.028076,-0.777832,34.47,1006.568,55.78468,0.14,0.74,no
1,13.099,74.798,0.131592,-0.036133,-0.773926,34.47,1006.561,55.84181,0.14,0.74,no
1,13.099,74.798,0.11499,-0.031006,-0.78125,34.47,1006.555,55.8868,0.14,0.74,no
1,13.099,74.798,0.12793,-0.032715,-0.773682,34.47,1006.575,55.72604,0.14,0.74,no
1,13.099,74.798,0.127686,-0.026123,-0.779297,34.47,1006.568,55.78468,0.14,0.74,no
1,13.099,74.798,0.130127,-0.036377,-0.776123,34.47,1006.57,55.76851,0.14,0.74,no
1,13.099,74.798,0.129639,-0.035645,-0.783447,34.47,1006.543,55.98791,0.14,0.74,no
1,13.099,74.798,0.126709,-0.039795,-0.782959,34.47,1006.576,55.71088,0.14,0.74,no
1,13.099,74.798,0.114746,-0.033936,-0.77832,34.47,1006.554,55.90146,0.14,0.74,no
1,13.099,74.798,0.106201,-0.046387,-0.78418,34.48,1006.577,55.70987,0.14,0.74,no
1,13.099,74.798,0.118408,-0.03125,-0.775391,34.48,1006.563,55.82563,0.14,0.74,no
1,13.099,74.798,0.124756,-0.0354,-0.777588,34.48,1006.563,55.82462,0.14,0.74,no
1,13.099,74.798,0.11499,-0.026367,-0.773926,34.48,1006.58,55.67953,0.14,0.74,no
1,13.099,74.798,0.123291,-0.036865,-0.777344,34.48,1006.573,55.73716,0.14,0.74,no
1,13.099,74.798,0.118164,-0.036865,-0.784912,34.48,1006.558,55.86759,0.14,0.74,no
1,13.099,74.798,0.118408,-0.034668,-0.776611,34.48,1006.565,55.81047,0.14,0.74,no
1,13.099,74.798,0.0979,-0.030273,-0.777832,34.48,1006.571,55.75284,0.14,0.74,no
1,13.099,74.798,0.11792,-0.023682,-0.773682,34.48,1006.561,55.83928,0.14,0.74,no
1,13.099,74.798,0.137939,-0.037354,-0.779053,34.48,1006.577,55.70835,0.14,0.74,no
1,13.099,74.798,0.110596,-0.042236,-0.772949,34.47,1006.545,55.97274,0.14,0.74,no
1,13.099,74.798,0.109375,-0.03418,-0.782715,34.48,1006.577,55.70987,0.14,0.74,no
1,13.099,74.798,0.113037,-0.031494,-0.779297,34.48,1006.563,55.82462,0.14,0.74,no
1,13.099,74.798,0.119141,-0.03833,-0.775635,34.48,1006.554,55.89944,0.14,0.74,no
1,13.099,74.798,0.124023,-0.03418,-0.776855,34.48,1006.557,55.86961,0.14,0.74,no
1,13.099,74.798,0.111084,-0.039551,-0.778809,34.48,1006.535,56.05868,0.14,0.74,no
1,13.099,74.798,0.123535,-0.030273,-0.772461,34.48,1006.578,55.69419,0.14,0.74,no
1,13.099,74.798,0.112305,-0.036865,-0.789551,34.48,1006.598,55.53294,0.14,0.74,no
1,13.099,74.798,0.122314,-0.039063,-0.775391,34.48,1006.561,55.83928,0.14,0.74,no
1,13.099,74.798,0.120361,-0.036621,-0.776123,34.48,1006.565,55.80895,0.14,0.74,no
1,13.099,74.798,0.123779,-0.031494,-0.772705,34.48,1006.554,55.89792,0.14,0.74,no
1,13.099,74.798,0.120117,-0.032471,-0.782227,34.48,1006.544,55.98589,0.14,0.74,no
1,13.099,74.798,0.125,-0.039795,-0.777344,34.48,1006.514,56.23562,0.14,0.74,no
1,13.099,74.798,0.112793,-0.028564,-0.7854,34.48,1006.572,55.75183,0.14,0.74,no
1,13.099,74.798,0.119141,-0.032471,-0.779053,34.48,1006.547,55.95555,0.14,0.74,no
1,13.099,74.798,0.11792,-0.034424,-0.781982,34.48,1006.563,55.82412,0.14,0.74,no
1,13.099,74.798,0.132568,-0.024658,-0.772705,34.48,1006.547,55.95555,0.14,0.74,no
1,13.099,74.798,0.12207,-0.033936,-0.777588,34.48,1006.535,56.05767,0.14,0.74,no
1,13.099,74.798,0.105957,-0.040039,-0.782227,34.48,1006.577,55.70683,0.14,0.74,no
1,13.099,74.798,0.122559,-0.033691,-0.784424,34.48,1006.544,55.98336,0.14,0.74,no
1,13.099,74.798,0.112305,-0.03418,-0.774658,34.48,1006.57,55.76598,0.14,0.74,no
1,13.099,74.798,0.124023,-0.041016,-0.774902,34.48,1006.559,55.85293,0.14,0.74,no
1,13.099,74.798,0.115723,-0.0271,-0.776855,34.49,1006.568,55.77761,0.14,0.74,no
1,13.099,74.798,0.118652,-0.033691,-0.782227,34.48,1006.533,56.07082,0.14,0.74,no
