Node,latitude,longitude,accelX,accelY,accelZ,temperature,pressure,altitude,methanePPM,carbonMonoxidePPM,alert
1,13.099,74.798,0.101318,-0.033447,-0.783447,34.48,1006.572,55.75031,0.14,0.73,no
1,13.099,74.798,0.116699,-0.032715,-0.774658,34.48,1006.547,55.95606,0.14,0.73,no
1,13.099,74.798,0.117432,-0.037598,-0.780273,34.48,1006.57,55.76649,0.14,0.73,no
1,13.099,74.798,0.120117,-0.034424,-0.7771,34.48,1006.559,55.85293,0.14,0.73,no
1,13.099,74.798,0.118164,-0.030762,-0.788818,34.48,1006.571,55.75233,0.14,0.73,no
1,13.099,74.798,0.11792,-0.026611,-0.77417,34.48,1006.54,56.01369,0.14,0.73,no
1,13.099,74.798,0.123779,-0.037109,-0.774902,34.48,1006.561,55.83928,0.14,0.73,no
1,13.099,74.798,0.110352,-0.036865,-0.777832,34.48,1006.552,55.91208,0.14,0.73,no
1,13.099,74.798,0.108643,-0.029541,-0.780273,34.48,1006.556,55.88427,0.14,0.73,no
1,13.099,74.798,0.120117,-0.037354,-0.781006,34.48,1006.577,55.70835,0.14,0.73,no
1,13.099,74.798,0.127197,-0.030762,-0.773438,34.48,1006.566,55.79732,0.14,0.73,no
1,13.099,74.798,0.116455,-0.034912,-0.781982,34.48,1006.563,55.82462,0.14,0.73,no
1,13.099,74.798,0.114746,-0.035156,-0.798828,34.48,1006.572,55.75031,0.14,0.73,no
1,13.099,74.798,0.122803,-0.044189,-0.779785,34.48,1006.568,55.78115,0.14,0.73,no
1,13.099,74.798,0.119385,-0.029297,-0.782471,34.48,1006.575,55.7225,0.14,0.73,no
1,13.099,74.798,0.115479,-0.032471,-0.775391,34.48,1006.547,55.95606,0.14,0.73,no
1,13.099,74.798,0.118408,-0.033691,-0.782227,34.48,1006.538,56.03037,0.14,0.73,no
1,13.099,74.798,0.122803,-0.036865,-0.773926,34.48,1006.53,56.10317,0.14,0.73,no
1,13.099,74.798,0.112793,-0.039063,-0.781494,34.48,1006.542,56.00004,0.14,0.73,no
1,13.099,74.798,0.115723,-0.027832,-0.774414,34.48,1006.571,55.75284,0.14,0.73,no
1,13.099,74.798,0.128662,-0.029785,-0.775391,34.48,1006.535,56.0602,0.14,0.73,no
1,13.099,74.798,0.11084,-0.032959,-0.779297,34.48,1006.547,55.95758,0.14,0.73,no
1,13.099,74.798,0.062988,0.051758,-0.710693,34.48,1006.572,55.75183,0.14,0.73,no
1,13.099,74.798,0.106201,-0.047363,-0.778809,34.48,1006.545,55.97224,0.14,0.73,no
1,13.099,74.798,0.099854,-0.009277,-0.77832,34.48,1006.547,55.95606,0.14,0.73,no
1,13.099,74.798,0.131104,-0.056641,-0.783203,34.48,1006.575,55.72402,0.14,0.73,no
