Node,latitude,longitude,accelX,accelY,accelZ,temperature,pressure,altitude,methanePPM,carbonMonoxidePPM,alert
1,13.099,74.798,0.118408,-0.019287,-0.779297,34.42,1006.543,55.99397,0.14,0.72,no
1,13.099,74.798,0.115479,-0.015625,-0.78418,34.42,1006.529,56.11126,0.14,0.72,no
1,13.099,74.798,0.118164,-0.010742,-0.76709,34.42,1006.523,56.15423,0.14,0.72,no
1,13.099,74.798,0.095215,-0.038086,-0.784668,34.41,1006.553,55.90753,0.14,0.72,no
1,13.099,74.798,0.182617,-0.039307,-0.748779,34.41,1006.508,56.28719,0.14,0.72,no
1,13.099,74.798,0.119141,-0.023682,-0.779297,34.41,1006.535,56.05363,0.14,0.72,no
1,13.099,74.798,0.115234,-0.024902,-0.775635,34.41,1006.532,56.08396,0.14,0.72,no
1,13.099,74.798,0.079102,-0.010742,-0.768311,34.41,1006.525,56.1426,0.14,0.72,no
1,13.099,74.798,0.058105,-0.035889,-0.769775,34.41,1006.523,56.15575,0.14,0.72,no
1,13.099,74.798,0.08667,-0.010498,-0.787842,34.41,1006.565,55.8049,0.14,0.72,no
1,13.099,74.798,0.10083,-0.025146,-0.777832,34.41,1006.556,55.87972,0.14,0.72,no
1,13.099,74.798,0.125977,-0.025635,-0.775391,34.41,1006.53,56.10064,0.14,0.72,no
1,13.099,74.798,0.11792,-0.020996,-0.781494,34.41,1006.525,56.14412,0.14,0.72,no
1,13.099,74.798,0.174805,0.014893,-0.770508,34.41,1006.54,56.01318,0.14,0.72,no
1,13.099,74.798,0.113037,-0.022705,-0.789307,34.41,1006.552,55.91107,0.14,0.72,no
1,13.099,74.798,0.089844,-0.019775,-0.783691,34.41,1006.549,55.93938,0.14,0.72,yes
1,13.099,74.798,0.143555,-0.01416,-0.781494,34.41,1006.561,55.83675,0.14,0.72,no
1,13.099,74.798,0.122803,-0.016357,-0.777588,34.41,1006.537,56.042,0.14,0.72,no
1,13.099,74.798,0.122803,-0.020752,-0.77832,34.4,1006.571,55.75284,0.14,0.72,no
1,13.099,74.798,0.127197,-0.020264,-0.774658,34.4,1006.533,56.07233,0.14,0.72,no
1,13.099,74.798,0.128174,-0.024658,-0.779785,34.41,1006.552,55.91107,0.14,0.72,no
1,13.099,74.798,0.134277,-0.023926,-0.778564,34.4,1006.563,55.82462,0.14,0.72,no
1,13.099,74.798,0.125244,-0.022461,-0.772949,34.41,1006.549,55.93988,0.14,0.72,no
1,13.099,74.798,0.127197,-0.015869,-0.785889,34.4,1006.542,55.99953,0.14,0.72,no
1,13.099,74.798,0.132324,-0.020508,-0.778564,34.4,1006.535,56.05868,0.14,0.72,no
1,13.099,74.798,0.118896,-0.02002,-0.771484,34.4,1006.521,56.17546,0.14,0.72,no
1,13.099,74.798,0.125977,-0.025391,-0.774902,34.4,1006.558,55.86759,0.14,0.72,no
1,13.099,74.798,0.133301,-0.02002,-0.785889,34.4,1006.565,55.80946,0.14,0.72,no
1,13.099,74.798,0.123535,-0.020752,-0.769775,34.4,1006.519,56.18911,0.14,0.72,no
1,13.099,74.798,0.125488,-0.024658,-0.786133,34.4,1006.528,56.11732,0.14,0.72,no
1,13.099,74.798,0.119385,-0.026123,-0.781494,34.4,1006.536,56.04604,0.14,0.72,no
1,13.099,74.798,0.132568,-0.022217,-0.77417,34.4,1006.545,55.97224,0.14,0.72,no
1,13.099,74.798,0.131348,-0.019287,-0.784424,34.4,1006.538,56.03088,0.14,0.72,no
1,13.099,74.798,0.125,-0.01416,-0.772461,34.4,1006.523,56.16181,0.14,0.72,no
1,13.099,74.798,0.123291,-0.026611,-0.778809,34.4,1006.549,55.94443,0.14,0.72,no
1,13.099,74.798,0.128174,-0.018555,-0.77832,34.39,1006.564,55.813,0.14,0.72,no
1,13.099,74.798,0.133057,-0.022461,-0.773926,34.39,1006.54,56.01622,0.14,0.72,no
