Node,latitude,longitude,accelX,accelY,accelZ,temperature,pressure,altitude,methanePPM,carbonMonoxidePPM,alert
1,13.099,74.798,0.115723,-0.038086,-0.780762,32.63,1006.638,55.19829,0.15,0.79,no
1,13.099,74.798,0.117188,-0.035156,-0.770264,32.65,1006.652,55.07798,0.15,0.79,no
1,13.099,74.798,0.119385,-0.033691,-0.783203,32.65,1006.648,55.10781,0.15,0.8,no
1,13.099,74.798,0.116699,-0.03125,-0.778076,32.65,1006.581,55.67145,0.15,0.79,no
1,13.099,74.798,0.120117,-0.036865,-0.779785,32.65,1006.618,55.36561,0.15,0.8,no
1,13.099,74.798,0.116455,-0.030029,-0.780518,32.66,1006.613,55.40656,0.15,0.79,no
1,13.099,74.798,0.130615,-0.03125,-0.779297,32.66,1006.623,55.31759,0.15,0.79,no
1,13.099,74.798,0.120605,-0.031982,-0.779297,32.67,1006.62,55.34185,0.15,0.79,no
1,13.099,74.798,0.124023,-0.031982,-0.780029,32.67,1006.636,55.21042,0.15,0.79,no
1,13.099,74.798,0.123047,-0.02832,-0.781738,32.68,1006.647,55.11994,0.15,0.79,no
1,13.099,74.798,0.11792,-0.029297,-0.773926,32.68,1006.619,55.35146,0.15,0.79,no
1,13.099,74.798,0.118164,-0.0354,-0.771973,32.68,1006.604,55.48188,0.15,0.79,no
1,13.099,74.798,0.12085,-0.031494,-0.775391,32.68,1006.611,55.42324,0.14,0.79,no
1,13.099,74.798,0.122559,-0.033447,-0.781738,32.68,1006.618,55.3646,0.15,0.79,no
1,13.099,74.798,0.122803,-0.029785,-0.779785,32.69,1006.596,55.55012,0.15,0.79,no
1,13.099,74.798,0.119141,-0.030518,-0.780762,32.7,1006.617,55.37269,0.15,0.8,no
1,13.099,74.798,0.119873,-0.030762,-0.775146,32.7,1006.617,55.37168,0.15,0.8,no
1,13.099,74.798,0.105225,-0.026611,-0.783691,32.71,1006.61,55.42728,0.15,0.79,no
1,13.099,74.798,0.114502,-0.0354,-0.780273,32.72,1006.595,55.55417,0.15,0.79,no
1,13.099,74.798,0.123291,-0.040283,-0.778076,32.72,1006.635,55.18666,0.15,0.79,no
1,13.099,74.798,0.112305,-0.026855,-0.774902,32.73,1006.634,55.23014,0.15,0.79,no
1,13.099,74.798,0.114502,-0.036865,-0.771484,32.73,1006.624,55.31658,0.15,0.79,no
1,13.099,74.798,0.128906,-0.032227,-0.779297,32.73,1006.608,55.4465,0.15,0.79,no
1,13.099,74.798,0.116699,-0.030029,-0.772705,32.74,1006.598,55.52889,0.15,0.8,no
1,13.099,74.798,0.124512,-0.040283,-0.781738,32.74,1006.593,55.57085,0.15,0.79,no
1,13.099,74.798,0.110107,-0.040771,-0.779541,32.75,1006.607,55.45357,0.15,0.79,no
1,13.099,74.798,0.112061,-0.027832,-0.769287,32.75,1006.62,55.35045,0.15,0.8,no
1,13.099,74.798,0.119629,-0.036133,-0.778076,32.76,1006.62,55.34691,0.14,0.79,no
1,13.099,74.798,0.115234,-0.026367,-0.769775,32.76,1006.639,55.18515,0.15,0.79,no
1,13.099,74.798,0.10498,-0.029785,-0.772217,32.77,1006.594,55.56175,0.15,0.8,no
1,13.099,74.798,0.120361,-0.033691,-0.776367,32.77,1006.617,55.37016,0.15,0.79,no
1,13.099,74.798,0.118652,-0.025635,-0.766113,32.78,1006.645,55.1346,0.15,0.79,no
1,13.099,74.798,0.121826,-0.026611,-0.774658,32.78,1006.626,55.29636,0.15,0.79,no
1,13.099,74.798,0.119141,-0.030518,-0.775146,32.78,1006.595,55.55821,0.15,0.79,no
1,13.099,74.798,0.130127,-0.031006,-0.771973,32.79,1006.612,55.40908,0.15,0.79,no
1,13.099,74.798,0.124512,-0.039307,-0.772217,32.79,1006.606,55.4657,0.14,0.79,no
1,13.099,74.798,0.119629,-0.0354,-0.780762,32.79,1006.608,55.44953,0.15,0.8,no
1,13.099,74.798,0.125732,-0.03418,-0.781982,32.8,1006.629,55.27311,0.15,0.79,no
1,13.099,74.798,0.121338,-0.028564,-0.779541,32.8,1006.612,55.41667,0.15,0.79,no
1,13.099,74.798,0.109863,-0.032959,-0.773682,32.8,1006.601,55.5021,0.14,0.79,no
1,13.099,74.798,0.128174,-0.034424,-0.774658,32.81,1006.628,55.28069,0.15,0.79,no
1,13.099,74.798,0.122803,-0.035645,-0.779297,32.81,1006.612,55.40959,0.15,0.79,no
1,13.099,74.798,0.108643,-0.049561,-0.786865,32.82,1006.614,55.3924,0.15,0.79,no
1,13.099,74.798,0.128418,-0.028564,-0.779541,32.82,1006.641,55.17302,0.14,0.79,no
1,13.099,74.798,0.137939,-0.031982,-0.772949,32.83,1006.627,55.28726,0.15,0.79,no
1,13.099,74.798,0.11084,-0.028809,-0.76416,32.83,1006.622,55.3277,0.14,0.79,no
1,13.099,74.798,0.120605,-0.03418,-0.778809,32.83,1006.624,55.31456,0.14,0.79,no
1,13.099,74.798,0.12207,-0.029785,-0.781738,32.84,1006.624,55.31102,0.15,0.79,no
1,13.099,74.798,0.12207,-0.03418,-0.773193,32.84,1006.633,55.23721,0.14,0.79,no
1,13.099,74.798,0.112793,-0.028076,-0.776123,32.85,1006.633,55.2357,0.15,0.79,no
1,13.099,74.798,0.119629,-0.036133,-0.776367,32.85,1006.653,55.07394,0.14,0.79,no
1,13.099,74.798,0.11792,-0.036621,-0.77832,32.85,1006.609,55.43891,0.15,0.79,no
1,13.099,74.798,0.12207,-0.033447,-0.792725,32.86,1006.629,55.27412,0.14,0.79,no
1,13.099,74.798,0.114502,-0.030518,-0.784424,32.86,1006.599,55.52131,0.15,0.79,no
1,13.099,74.798,0.112061,-0.037842,-0.779541,32.86,1006.604,55.47784,0.15,0.79,no
1,13.099,74.798,0.12207,-0.035645,-0.765381,32.87,1006.627,55.28574,0.15,0.79,no
1,13.099,74.798,0.122314,-0.03833,-0.776367,32.87,1006.631,55.25491,0.15,0.79,no
1,13.099,74.798,0.114258,-0.035889,-0.785156,32.87,1006.62,55.34185,0.15,0.79,no
1,13.099,74.798,0.113525,-0.033203,-0.782959,32.88,1006.605,55.47025,0.15,0.79,no
1,13.099,74.798,0.132813,-0.030029,-0.77832,32.89,1006.625,55.30596,0.14,0.79,no
1,13.099,74.798,0.136719,-0.022461,-0.771484,32.88,1006.614,55.39341,0.14,0.79,no
1,13.099,74.798,0.116211,-0.031738,-0.776611,32.89,1006.609,55.43638,0.15,0.79,no
1,13.099,74.798,0.114746,-0.044678,-0.779785,32.89,1006.632,55.06787,0.14,0.79,no
1,13.099,74.798,0.125,-0.027588,-0.780762,32.9,1006.619,55.35752,0.15,0.79,no
1,13.099,74.798,0.121338,-0.036377,-0.77417,32.9,1006.631,55.25288,0.14,0.79,no
1,13.099,74.798,0.106934,-0.042725,-0.787354,32.9,1006.61,55.4283,0.15,0.79,no
1,13.099,74.798,0.114502,-0.028809,-0.775635,32.91,1006.631,55.25086,0.15,0.79,no
1,13.099,74.798,0.105957,-0.035156,-0.776367,32.91,1006.628,55.27917,0.14,0.78,no
1,13.099,74.798,0.121826,-0.038574,-0.776123,32.92,1006.637,55.20486,0.15,0.79,no
1,13.099,74.798,0.123047,-0.039063,-0.784424,32.92,1006.644,55.14572,0.15,0.79,no
1,13.099,74.798,0.125977,-0.033936,-0.776855,32.92,1006.594,55.5658,0.15,0.79,no
1,13.099,74.798,0.134766,-0.037354,-0.774902,32.93,1006.624,55.31456,0.15,0.79,no
1,13.099,74.798,0.114258,-0.035156,-0.782959,32.93,1006.624,55.31355,0.14,0.79,no
1,13.099,74.798,0.105957,-0.03418,-0.771973,32.94,1006.612,55.41465,0.14,0.79,no
1,13.099,74.798,0.118164,-0.033203,-0.776123,32.94,1006.628,55.28321,0.15,0.79,no
1,13.099,74.798,0.123047,-0.043457,-0.780029,32.94,1006.69,54.757,0.14,0.79,no
1,13.099,74.798,0.127441,-0.033203,-0.777832,32.94,1006.647,55.12146,0.14,0.78,no
1,13.099,74.798,0.128906,-0.030273,-0.778076,32.95,1006.601,55.50817,0.14,0.79,no
1,13.099,74.798,0.128418,-0.024902,-0.778076,32.96,1006.629,55.27311,0.14,0.79,no
1,13.099,74.798,0.117676,-0.033203,-0.764648,32.96,1006.592,55.57894,0.14,0.79,no
1,13.099,74.798,0.129395,-0.036865,-0.784912,32.96,1006.598,55.53344,0.14,0.79,no
1,13.099,74.798,0.115234,-0.0354,-0.774414,32.97,1006.608,55.4465,0.15,0.79,no
1,13.099,74.798,0.115967,-0.042236,-0.781006,32.97,1006.607,55.45863,0.14,0.79,no
1,13.099,74.798,0.114014,-0.031982,-0.778076,32.98,1006.604,55.48339,0.14,0.79,no
1,13.099,74.798,0.104248,-0.036865,-0.782715,32.98,1006.6,55.51019,0.14,0.79,no
1,13.099,74.798,0.13623,-0.028809,-0.780762,32.98,1006.607,55.45458,0.15,0.79,no
1,13.099,74.798,0.120605,-0.028809,-0.78418,32.99,1006.597,55.53799,0.15,0.79,no
1,13.099,74.798,0.110107,-0.042969,-0.787598,32.99,1006.623,55.32012,0.15,0.79,no
1,13.099,74.798,0.143799,-0.044189,-0.783203,32.99,1006.625,55.30495,0.14,0.79,no
1,13.099,74.798,0.116699,-0.037598,-0.773193,33.0,1006.589,55.60725,0.15,0.79,no
1,13.099,74.798,0.119141,-0.033447,-0.779053,33.0,1006.594,55.56327,0.15,0.79,no
1,13.099,74.798,0.12085,-0.04126,-0.777832,33.0,1006.601,55.50311,0.15,0.79,no
1,13.099,74.798,0.114258,-0.030762,-0.782227,33.01,1006.601,55.5021,0.14,0.79,no
1,13.099,74.798,0.117188,-0.031982,-0.769531,33.01,1006.621,55.33983,0.14,0.79,no
1,13.099,74.798,0.110352,-0.036133,-0.778809,33.01,1006.6,55.51221,0.14,0.79,no
1,13.099,74.798,0.13916,-0.021729,-0.764404,33.02,1006.62,55.34893,0.14,0.79,no
1,13.099,74.798,0.126465,-0.027344,-0.777588,33.03,1006.601,55.50665,0.14,0.79,no
1,13.099,74.798,0.11792,-0.029297,-0.790527,33.03,1006.596,55.55012,0.15,0.79,no
1,13.099,74.798,0.123779,-0.033447,-0.776123,33.04,1006.619,55.3555,0.14,0.79,no
